,region,region_coord
1332,"Commandaria, Cyprus","(34.8167628, 32.9093957)"
1333,"Medrano, Argentina","(-33.1775166, -68.6113055)"
1334,"Lake County-Sonoma County, USA","(38.759642, -123.0915605)"
1335,"Valpolicella Ripasso Valpantena, Italy","(45.5333333, 11.0)"
1336,"Gaillac Doux, France","(None, None)"
1337,"Maury, France","(42.811253, 2.593028)"
1338,"Jerusalem Hills, Israel","(31.805577, 35.238607)"
1339,"Brazil, Brazil","(-14.235004, -51.92528)"
1340,"Circeo, Italy","(41.2381661, 13.0457514)"
1341,"Gundagai, Australia","(-35.0566492, 148.102061)"
1342,"Vin de Pays des Coteaux de Bessilles, France","(43.4775778, 3.538874)"
1343,"Mâcon Chaintré, France","(None, None)"
1344,"Mâcon-Péronne, France","(40.7265833, -73.9936417)"
1345,"Mazoyeres-Chambertin, France","(36.5017097, -121.9373001)"
1346,"Altos de Mendoza, Argentina","(-32.8870591, -68.8996159)"
1347,"Nevada County, USA","(39.1346666, -121.1710389)"
1348,"Coteaux du Languedoc-Pézenas, France","(43.461516, 3.408508)"
1349,"Cauquenes Valley, Chile","(-35.9676285, -72.32223309999999)"
1350,"Cirò Classico, Italy","(42.05576019999999, -70.1808599)"
1351,"Bardolino Classico Superiore, Italy","(45.53482839999999, 10.7365305)"
1352,"Vino de Calidad de Tierras de León, Spain","(42.5857936, -5.5660419)"
1353,"Cour-Cheverny, France","(47.508733, 1.457552)"
1354,"Mount Athos, Greece","(40.2644928, 24.2152731)"
1355,"Valpolicella Ripasso Valpantena Superiore, Italy","(45.5333333, 11.0)"
1356,"McLaren Vale-Padthaway, Australia","(43.0817022, -73.7872369)"
1357,"Vino de la Tierra de Castelló, Spain","(39.9715447, -0.0710039)"
1358,"Falanghina del Sannio, Italy","(37.7934333, -122.3993139)"
1359,"Mendocino-Amador, USA","(39.5500194, -123.438353)"
1360,"Turkey, Turkey","(38.963745, 35.243322)"
1361,"Bienvenues Bâtard-Montrachet, France","(32.8501493, -96.8208313)"
1362,"Casablanca & Leyda Valleys, Chile","(-33.3182828, -71.4070899)"
1363,"Dealurile Hușilor, Romania","(46.67078559999999, 28.0491151)"
1364,"Vallée du Paradis, France","(43.4354561, 6.8525385)"
1365,"Urla-Thrace, Turkey","(38.320858, 26.736528)"
1366,"San Rafael, Argentina","(-34.6128922, -68.3390622)"
1367,"Sovana, Italy","(42.6581356, 11.6455585)"
1368,"Sardinia, Italy","(40.1208752, 9.012892599999999)"
1369,"Tumbarumba, Australia","(-35.7694861, 148.0057003)"
1370,"Südburgenland, Austria","(47.1878672, 16.2040344)"
1371,"Sonoma County-San Joaquin County, USA","(37.9175935, -121.1710389)"
1372,"Henty, Australia","(-35.52, 147.035)"
1373,"Côtes de Saint-Mont, France","(43.6506681, -0.1536811)"
1374,"Geelong, Australia","(-38.1499181, 144.3617186)"
1375,"San Marino, Italy","(None, None)"
1376,"Sterea Ellada, Greece","(38.6043984, 22.7152131)"
1377,"Coteaux du Layon Beaulieu, France","(42.352042, -71.069408)"
1378,"River Junction, USA","(43.6489596, -72.3192579)"
1379,"Primitivo del Tarantino, Italy","(40.4062157, 17.6358525)"
1380,"Falanghina del Beneventano, Italy","(41.2453814, 14.5675385)"
1381,"Imathia, Greece","(40.60600669999999, 22.1430215)"
1382,"San Bernabe, USA","(36.1475072, -121.1006615)"
1383,"Napa-Amador, USA","(38.3401543, -122.2819456)"
1384,"Vin de Pays de L'Herault, France","(43.5747967, 3.4923334)"
1385,"Montefalco, Italy","(42.88929359999999, 12.6502843)"
1386,"Muscadet, France","(32.7798047, -79.9273809)"
1387,"Santa Cruz County, USA","(37.0453988, -121.9579578)"
1388,"Vinho Licoroso, Portugal","(38.8402416, -7.628929299999999)"
1389,"Sonoma-Santa Barbara-Mendocino, USA","(34.4208321, -119.6982057)"
1390,"Napa-Mendocino-Sonoma, USA","(38.2840002, -122.4567528)"
1391,"Vin de Pays de France, France","(43.5711623, 3.876701599999999)"
1392,"Pavia, Italy","(45.1847248, 9.1582069)"
1393,"Picpoul de Pinet, France","(37.7746773, -122.391388)"
1394,"Vinho Espumante, Portugal","(40.5712479, -8.4345562)"
1395,"Helderberg, South Africa","(-34.1298863, 18.9064427)"
1396,"Southern Highlands, Australia","(-34.5479968, 150.3037323)"
1397,"Prosecco di Valdobbiadene Superiore, Italy","(45.9012514, 11.9958811)"
1398,"Italy Other, Italy","(37.09024, -95.712891)"
1399,"La Romanée, France","(47.159051, 4.954572)"
1400,"Lake-Sonoma-Napa, USA","(38.759642, -123.0915605)"
1401,"Vin de Pays de Montferrand, France","(43.35454, 1.823073)"
1402,"Muscadet Coteaux de la Loire, France","(47.338162, -1.2249558)"
1403,"Isle St. George, USA","(41.72171489999999, -82.82018719999999)"
1404,"Clairette de Die, France","(44.7601577, 5.357141299999999)"
1405,"Clare Valley-Eden Valley, Australia","(-33.8335699, 138.61)"
1406,"Gutturnio Classico Superiore, Italy","(36.0819339, -79.7637189)"
1407,"Vale Trentino, Brazil","(-29.231643, -51.2702634)"
1408,"Central Valley, USA","(40.19987769999999, -122.2011075)"
1409,"Strevi, Italy","(44.7004186, 8.5234983)"
1410,"Riverland, Australia","(-34.3142878, 139.8547266)"
1411,"Sardon de Duero, Spain","(41.6058666, -4.4284985)"
1412,"Wagram, Austria","(48.299052, 16.5640125)"
1413,"Texoma, USA","(33.7998245, -96.57833869999999)"
1414,"Capay Valley, USA","(38.7107366, -122.0471933)"
1415,"Ukraine, Ukraine","(48.379433, 31.1655799)"
1416,"Malgas, South Africa","(-34.3204182, 20.5811363)"
1417,"Antelope Valley of the California High Desert, USA","(34.7513712, -118.2522977)"
1418,"Sagrada Familia, Chile","(-34.9984205, -71.34458219999999)"
1419,"Cacc’e Mmitte di Lucera, Italy","(41.5080016, 15.3401891)"
1420,"Hautes Cotes de Beaune, France","(46.9979057, 4.7747405)"
1421,"St. David's Bench, Canada","(43.16032389999999, -79.10404319999999)"
1422,"Fleurieu Peninsula, Australia","(-35.5, 138.5)"
1423,"Letrinon, Greece","(37.6720919, 21.4378157)"
1424,"Nuragus di Cagliari, Italy","(39.7772646, 9.0396465)"
1425,"Muscat of Kefallonian, Greece","(38.1753675, 20.5692179)"
1426,"Codru Region, Moldova","(46.9787276, 28.8156637)"
1427,"Sonoma-Napa-Monterey, USA","(36.599774, -121.8953841)"
1428,"Thessalikos, Greece","(45.519926, -73.5977389)"
1429,"Mâcon-Uchizy, France","(46.48924299999999, 4.9130685)"
1430,"Catalanesca del Monte Somma, Italy","(40.8333333, 14.4333333)"
1431,"San Gimignano, Italy","(43.4676324, 11.0434909)"
1432,"Pouilly-Loché, France","(46.278339, 4.768853)"
1433,"Bourgogne Vézelay, France","(47.465674, 3.746143)"
1434,"Mâcon-Davayé, France","(46.302008, 4.744197)"
1435,"Beechworth, Australia","(-36.3533015, 146.6877247)"
1436,"Vino de Calidad de Valtiendas, Spain","(41.47864, -3.91813)"
1437,"Mitterberg, Italy","(47.4490814, 13.9047146)"
1438,"Montello e Colli Asolani, Italy","(45.78137479999999, 12.0702775)"
1439,"China, China","(37.223169, -95.73148200000001)"
1440,"Limnos, Greece","(39.9198413, 25.141484)"
1441,"Egypt, Egypt","(35.8681298, -90.9456751)"
1442,"Viile Timis, Romania","(45.8138902, 21.3331055)"
1443,"Rivesaltes Rosé, France","(42.7678066, 2.8718416)"
1444,"Offida Rosso, Italy","(42.929348, 13.6997866)"
1445,"Côtes de Montravel, France","(39.1523611, -77.06758409999999)"
1446,"Devon Valley, South Africa","(-33.9234308, 18.8187429)"
1447,"Krk, Croatia","(45.0278995, 14.5752114)"
1448,"Arcadia, Greece","(37.5557825, 22.3337769)"
1449,"Todi, Italy","(42.7819352, 12.4065686)"
1450,"Cape Agulhas, South Africa","(-34.8163001, 20.0151897)"
1451,"Colli del Limbara, Italy","(40.85, 9.1666667)"
1452,"Vin de Pays Cité de Carcassonne, France","(43.2060816, 2.3641961)"
1453,"Catamarca, Argentina","(-28.469581, -65.7795441)"
1454,"Kathikas, Cyprus","(34.9137456, 32.4184108)"
1455,"Vin de Pays de Velvendo, Greece","(40.2545476, 22.0742782)"
1456,"Mediterranée, France","(43.38000299999999, 5.190583)"
1457,"Langhorne Creek-Limestone Coast, Australia","(-35.29625559999999, 139.038277)"
1458,"Coda di Volpe d'Irpinia, Italy","(41.94263979999999, -87.663589)"
1459,"Negev, Israel","(30.7140861, 34.8757476)"
1460,"Squinzano, Italy","(40.4349907, 18.0421742)"
1461,"Barossa-Adelaide Hills, Australia","(-34.6521201, 138.8491729)"
1462,"Monterey County-Napa County, USA","(36.60341409999999, -121.862733)"
1463,"Mâcon-Vergisson, France","(46.30963, 4.716371)"
1464,"Est! Est!! Est!!! di Montefiascone, Italy","(42.533851, 12.041377)"
1465,"Niagara Escarpment, Canada","(44.7180522, -87.5950953)"
1466,"Terrasses du Larzac, France","(43.93101559999999, 3.2426063)"
1467,"Côtes Catalanes, France","(35.466795, -97.5166443)"
1468,"Lesbos, Greece","(39.2645095, 26.2777073)"
1469,"Apremont, France","(46.74935199999999, -1.741805)"
1470,"Távora-Varosa, Portugal","(41.038893, -7.758375)"
1471,"Niagara Escarpment, USA","(44.7180522, -87.5950953)"
1472,"Mâcon-Milly Lamartine, France","(46.3486649, 4.6979559)"
1473,"Sonoma County-Santa Barbara County, USA","(34.4208321, -119.6982057)"
1474,"Vesuvio, Italy","(40.82238299999999, 14.4289058)"
1475,"Alta Valle della Greve, Italy","(43.5737535, 11.3469038)"
1476,"Neuchâtel, Switzerland","(46.9899874, 6.9292732)"
1477,"Del Veneto, Italy","(45.4414662, 12.3152595)"
1478,"Roussette de Savoie, France","(45.5046409, 5.9938459)"
1479,"Paestum, Italy","(40.4269855, 15.0050404)"
